Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"24.
The Incredibles
(2004)",PG,115 min,"Animation, Action, Adventure",8,"90        
        ","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Votes:
768,622
| Gross:
$261.44M"
"25.
Luck
(I) (2022)",G,105 min,"Animation, Adventure, Comedy",6.4,"48        
        ",The curtain is pulled back on the millennia-old battle between the organizations of good luck and bad luck that secretly affects everyday lives.,"Votes:
24,479"
"26.
Zootopia
(2016)",PG,108 min,"Animation, Adventure, Comedy",8,"78        
        ","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Votes:
520,588
| Gross:
$341.27M"
"27.
Howl's Moving Castle
(2004)",PG,119 min,"Animation, Adventure, Family",8.2,"82        
        ","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","Votes:
416,579
| Gross:
$4.71M"
"28.
Suzume
(2022)",PG,122 min,"Animation, Action, Adventure",7.8,"77        
        ",A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,"Votes:
21,399"
"29.
Coco
(I) (2017)",PG,105 min,"Animation, Adventure, Drama",8.4,"81        
        ","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Votes:
542,396
| Gross:
$209.73M"
"30.
Finding Nemo
(2003)",G,100 min,"Animation, Adventure, Comedy",8.2,"90        
        ","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Votes:
1,073,127
| Gross:
$380.84M"
"32.
The Lion King
(2019)",PG,118 min,"Animation, Adventure, Drama",6.8,"55        
        ","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","Votes:
256,393
| Gross:
$543.64M"
"33.
The Little Mermaid
(1989)",G,83 min,"Animation, Adventure, Family",7.6,"88        
        ",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"Votes:
279,545
| Gross:
$111.54M"
"34.
The Bad Guys
(2022)",PG,100 min,"Animation, Adventure, Comedy",6.8,"64        
        ","To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.","Votes:
49,993
| Gross:
$97.23M"
"35.
Your Name.
(2016)",PG,106 min,"Animation, Drama, Fantasy",8.4,"81        
        ","Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.","Votes:
291,503
| Gross:
$5.02M"
"36.
Hercules
(1997)",G,93 min,"Animation, Adventure, Comedy",7.3,"74        
        ",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"Votes:
243,197
| Gross:
$99.05M"
"37.
Up
(2009)",PG,96 min,"Animation, Adventure, Comedy",8.3,"88        
        ","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Votes:
1,077,693
| Gross:
$293.00M"
"38.
Turning Red
(2022)",PG,100 min,"Animation, Adventure, Comedy",7,"83        
        ","A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited she transforms into a giant red panda.","Votes:
137,058"
"39.
Monsters, Inc.
(2001)",G,92 min,"Animation, Adventure, Comedy",8.1,"79        
        ","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Votes:
938,672
| Gross:
$289.92M"
"40.
Coraline
(2009)",PG,100 min,"Animation, Drama, Family",7.7,"80        
        ","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","Votes:
245,671
| Gross:
$75.29M"
"41.
Shrek
(2001)",PG,90 min,"Animation, Adventure, Comedy",7.9,"84        
        ","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Votes:
704,255
| Gross:
$267.67M"
"42.
Frozen
(I) (2013)",PG,102 min,"Animation, Adventure, Comedy",7.4,"75        
        ","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","Votes:
642,670
| Gross:
$400.74M"
"43.
DC League of Super-Pets
(2022)",PG,105 min,"Animation, Action, Adventure",7.1,"56        
        ","Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.","Votes:
70,642
| Gross:
$93.66M"
"44.
Kung Fu Panda
(2008)",PG,92 min,"Animation, Action, Adventure",7.6,"74        
        ","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","Votes:
492,683
| Gross:
$215.43M"
"45.
Luca
(2021)",PG,95 min,"Animation, Adventure, Comedy",7.4,"71        
        ","On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.","Votes:
176,546"
"46.
Who Framed Roger Rabbit
(1988)",PG,104 min,"Animation, Adventure, Comedy",7.7,"83        
        ",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"Votes:
209,333
| Gross:
$156.45M"
"47.
Isle of Dogs
(2018)",PG-13,101 min,"Animation, Adventure, Comedy",7.8,"82        
        ","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","Votes:
180,187
| Gross:
$32.02M"
"48.
Toy Story 2
(1999)",G,92 min,"Animation, Adventure, Comedy",7.9,"88        
        ","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Votes:
599,299
| Gross:
$245.85M"
"49.
WALL·E
(2008)",G,98 min,"Animation, Adventure, Family",8.4,"95        
        ","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Votes:
1,151,346
| Gross:
$223.81M"
"50.
Incredibles 2
(2018)",PG,118 min,"Animation, Action, Adventure",7.6,"80        
        ",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,"Votes:
313,186
| Gross:
$608.58M"
"1.
Sound of Freedom
(2023)",PG-13,131 min,"Action, Biography, Drama",8.2,"43        
        ",The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.,"Votes:
22,491"
"5.
The Wolf of Wall Street
(2013)",R,180 min,"Biography, Comedy, Crime",8.2,"75        
        ","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Votes:
1,477,497
| Gross:
$116.90M"
"6.
BlackBerry
(2023)",R,120 min,"Biography, Comedy, Drama",7.4,"80        
        ",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"Votes:
15,408"
"7.
Tetris
(2023)",R,118 min,"Biography, Drama, History",7.4,"61        
        ","The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.","Votes:
60,366"
"8.
Flamin' Hot
(2023)",PG-13,99 min,"Biography, Drama, History",6.9,"58        
        ","This is the inspiring ""true"" story of Richard Montañez who, as a Frito Lay janitor, disrupted the food industry by channeling his Mexican heritage to turn Flamin' Hot Cheetos from a snack into an iconic global pop culture phenomenon.","Votes:
10,183"
"9.
Goodfellas
(1990)",R,145 min,"Biography, Crime, Drama",8.7,"92        
        ","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.","Votes:
1,200,491
| Gross:
$46.84M"
"10.
Tombstone
(1993)",R,130 min,"Biography, Drama, History",7.8,"50        
        ","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
157,412
| Gross:
$56.51M"
"11.
Schindler's List
(1993)",R,195 min,"Biography, Drama, History",9,"95        
        ","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","Votes:
1,393,198
| Gross:
$96.90M"
"12.
American Sniper
(2014)",R,133 min,"Action, Biography, Drama",7.3,"72        
        ","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.","Votes:
507,099
| Gross:
$350.13M"
"13.
Thank You for Your Service
(I) (2017)",R,109 min,"Biography, Drama, War",6.6,"68        
        ","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.","Votes:
14,880
| Gross:
$9.47M"
"14.
Hacksaw Ridge
(2016)",R,139 min,"Biography, Drama, History",8.1,"71        
        ","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Votes:
555,890
| Gross:
$67.21M"
"15.
Born on the Fourth of July
(1989)",R,145 min,"Biography, Drama, War",7.2,"75        
        ","The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.","Votes:
112,076
| Gross:
$70.00M"
"16.
Yankee Doodle Dandy
(1942)",Passed,126 min,"Biography, Drama, Family",7.6,"89        
        ","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.","Votes:
16,433
| Gross:
$11.80M"
"17.
The Big Short
(2015)",R,130 min,"Biography, Comedy, Drama",7.8,"81        
        ","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","Votes:
451,475
| Gross:
$70.26M"
"18.
Amadeus
(1984)",R,160 min,"Biography, Drama, Music",8.4,"88        
        ","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","Votes:
412,155
| Gross:
$51.97M"
"19.
Hamilton
(2020)",PG-13,160 min,"Biography, Drama, History",8.3,"89        
        ","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
103,285"
